fecha,primera dosis,segunda dosis,única dosis,vacunación iniciada,vacunación completada,inmunización,3ª dosis,4ª dosis
2020-12-24,0.002134323876432201,0.0,0.0,0.002134323876432201,0.0,0.0,0.0,0.0
2020-12-25,0.02641988055612146,0.0,0.0,0.02641988055612146,0.0,0.0,0.0,0.0
2020-12-26,0.042376492394209826,0.0,0.0,0.042376492394209826,0.0,0.0,0.0,0.0
2020-12-27,0.04394674496044208,0.0,0.0,0.04394674496044208,0.0,0.0,0.0,0.0
2020-12-28,0.04394674496044208,0.0,0.0,0.04394674496044208,0.0,0.0,0.0,0.0
2020-12-29,0.04394674496044208,0.0,0.0,0.04394674496044208,0.0,0.0,0.0,0.0
2020-12-30,0.04394674496044208,0.0,0.0,0.04394674496044208,0.0,0.0,0.0,0.0
2020-12-31,0.04394674496044208,0.0,0.0,0.04394674496044208,0.0,0.0,0.0,0.0
2021-01-01,0.04394674496044208,0.0,0.0,0.04394674496044208,0.0,0.0,0.0,0.0
2021-01-02,0.04394674496044208,0.0,0.0,0.04394674496044208,0.0,0.0,0.0,0.0
2021-01-03,0.04394674496044208,0.0,0.0,0.04394674496044208,0.0,0.0,0.0,0.0
2021-01-04,0.04600484298414457,0.0,0.0,0.04600484298414457,0.0,0.0,0.0,0.0
2021-01-05,0.05333777001674377,0.0,0.0,0.05333777001674377,0.0,0.0,0.0,0.0
2021-01-06,0.0543795233373833,0.0,0.0,0.0543795233373833,0.0,0.0,0.0,0.0
2021-01-07,0.0543795233373833,0.0,0.0,0.0543795233373833,0.0,0.0,0.0,0.0
2021-01-08,0.054384605060898615,0.0,0.0,0.054384605060898615,0.0,0.0,0.0,0.0
2021-01-09,0.054384605060898615,0.0,0.0,0.054384605060898615,0.0,0.0,0.0,0.0
2021-01-10,0.05438968678441393,0.0,0.0,0.05438968678441393,0.0,0.0,0.0,0.0
2021-01-11,0.05438968678441393,0.0,0.0,0.05438968678441393,0.0,0.0,0.0,0.0
2021-01-12,0.05438968678441393,0.0,0.0,0.05438968678441393,0.0,0.0,0.0,0.0
2021-01-13,0.05439476850792924,0.005244338667804837,0.0,0.05439476850792924,0.005244338667804837,0.0,0.0,0.0
2021-01-14,0.06516802236039654,0.029621366370769765,0.0,0.06516802236039654,0.029621366370769765,0.0,0.0,0.0
2021-01-15,0.07002615004103746,0.04219863207117381,0.0,0.07002615004103746,0.04219863207117381,0.0,0.0,0.0
2021-01-16,0.0701430296818897,0.04253910754669989,0.0,0.0701430296818897,0.04253910754669989,0.0,0.0,0.0
2021-01-17,0.0701430296818897,0.04253910754669989,0.0,0.0701430296818897,0.04253910754669989,0.0,0.0,0.0
2021-01-18,0.12630115624963317,0.04253910754669989,0.0,0.12630115624963317,0.04253910754669989,0.0,0.0,0.0
2021-01-19,0.2247138138472189,0.04254418927021521,0.0,0.2247138138472189,0.04254418927021521,0.0,0.0,0.0
2021-01-20,0.272019578051284,0.04254418927021521,0.0,0.272019578051284,0.04254418927021521,0.0,0.0,0.0
2021-01-21,0.287549325114086,0.04254418927021521,0.0,0.287549325114086,0.04254418927021521,0.0,0.0,0.0
2021-01-22,0.28963791347888035,0.04256451616427647,0.0,0.28963791347888035,0.04256451616427647,0.0,0.0,0.0
2021-01-23,0.28963791347888035,0.04256451616427647,0.0,0.28963791347888035,0.04256451616427647,0.0,0.0,0.0
2021-01-24,0.28963791347888035,0.04256451616427647,0.0,0.28963791347888035,0.04256451616427647,0.0,0.0,0.0
2021-01-25,0.2897243027786407,0.04969417425626309,0.0,0.2897243027786407,0.04969417425626309,0.0,0.0,0.0
2021-01-26,0.2898208555254317,0.05271779974787537,0.0,0.2898208555254317,0.05271779974787537,0.0,0.0,0.0
2021-01-27,0.28982593724894695,0.05289057834739607,0.0,0.28982593724894695,0.05289057834739607,0.005244338667804837,0.0,0.0
2021-01-28,0.28982593724894695,0.05289057834739607,0.0,0.28982593724894695,0.05289057834739607,0.029621366370769765,0.0,0.0
2021-01-29,0.28982593724894695,0.05291598696497265,0.0,0.28982593724894695,0.05291598696497265,0.04219863207117381,0.0,0.0
2021-01-30,0.2898310189724623,0.05291598696497265,0.0,0.2898310189724623,0.05291598696497265,0.04253910754669989,0.0,0.0
2021-01-31,0.2898310189724623,0.05292106868848796,0.0,0.2898310189724623,0.05292106868848796,0.04253910754669989,0.0,0.0
2021-02-01,0.2898361006959776,0.05292106868848796,0.0,0.2898361006959776,0.05292106868848796,0.04253910754669989,0.0,0.0
